"","workerid","noun","nounclass","predicateposition","predicate","correctresponse","correctclass"
"485","60","television","furniture","predicate1","pula",0.94,"color"
"486","60","saging","food","predicate1","luma",0.96,"age"
"487","60","lampara","furniture","predicate1","maganda",0.95,"quality"
"488","60","silya","furniture","predicate1","itim",0.05,"color"
"489","60","mansanas","food","predicate1","maliit",0.94,"size"
"490","60","karot","food","predicate1","malambot",0.06,"texture"
"491","60","mesa","furniture","predicate1","mahaba",0.05,"size"
"492","60","silya","furniture","predicate1","bilog",0.03,"shape"
"493","60","sopa","furniture","predicate1","berde",0.03,"color"
"494","60","karot","food","predicate1","maganda",0.94,"quality"
"495","78","television","furniture","predicate1","bulok",0.66,"age"
"496","78","lampara","furniture","predicate1","berde",0.71,"color"
"497","78","television","furniture","predicate1","tatsulok",0.44,"shape"
"498","78","keso","food","predicate1","cuadrado",0.57,"shape"
"499","78","mesa","furniture","predicate1","parihaba",0.09,"shape"
"500","78","television","furniture","predicate1","pula",0.84,"color"
"501","78","mesa","furniture","predicate1","kahoy",0.47,"material"
"502","78","television","furniture","predicate1","bilog",0.25,"shape"
"503","78","lampara","furniture","predicate1","parihaba",0.65,"shape"
"504","78","silya","furniture","predicate1","kahoy",0.34,"material"
"505","78","keso","food","predicate1","cuadrado",0.63,"shape"
"506","78","kamatis","food","predicate1","dilaw",0.43,"color"
"507","78","lampara","furniture","predicate1","pula",0.76,"color"
"508","78","mansanas","food","predicate1","bakal",0.31,"material"
"509","78","mansanas","food","predicate1","bago",0.69,"age"
"510","78","keso","food","predicate1","bago",0.29,"age"
"511","78","sopa","furniture","predicate1","sira",0.55,"quality"
"512","78","saging","food","predicate1","bago",0.76,"age"
"513","78","keso","food","predicate1","matigas",0.83,"texture"
"514","78","mesa","furniture","predicate1","parihaba",0.23,"shape"
"515","78","lampara","furniture","predicate1","dilaw",0.73,"color"
"516","78","sopa","furniture","predicate1","berde",0.33,"color"
"517","78","silya","furniture","predicate1","malambot",0.57,"texture"
"518","78","saging","food","predicate1","cuadrado",0.21,"shape"
"519","78","mansanas","food","predicate1","mahaba",0.48,"size"
"520","78","television","furniture","predicate1","itim",0.78,"color"
"521","80","saging","food","predicate1","dilaw",0.02,"color"
"522","80","silya","furniture","predicate1","aluminyo",0.99,"material"
"523","80","mesa","furniture","predicate1","aluminyo",0.02,"material"
"524","80","silya","furniture","predicate1","maikli",1,"size"
"525","80","karot","food","predicate1","makinis",0.05,"texture"
"526","80","sopa","furniture","predicate1","parihaba",0.99,"shape"
"527","80","kamatis","food","predicate1","sariwa",0.95,"age"
"528","80","saging","food","predicate1","puti",0.98,"color"
"529","80","mansanas","food","predicate1","parihaba",0.02,"shape"
"530","80","mesa","furniture","predicate1","bago",0.91,"age"
"531","80","keso","food","predicate1","makinis",0.96,"texture"
"532","80","mesa","furniture","predicate1","bulok",0.01,"age"
"533","80","saging","food","predicate1","parihaba",0,"shape"
"534","80","lampara","furniture","predicate1","bilog",0.05,"shape"
"535","80","saging","food","predicate1","bulok",0.04,"age"
"536","80","silya","furniture","predicate1","sariwa",0.95,"age"
"537","80","karot","food","predicate1","kahoy",0.99,"material"
"538","80","sopa","furniture","predicate1","asul",0.05,"color"
"539","80","sopa","furniture","predicate1","makinis",0.96,"texture"
"540","80","silya","furniture","predicate1","aluminyo",0.03,"material"
"541","80","television","furniture","predicate1","berde",0.05,"color"
"542","80","karot","food","predicate1","maikli",0.96,"size"
"543","80","mesa","furniture","predicate1","bilog",0.02,"shape"
"544","80","saging","food","predicate1","maganda",0.96,"quality"
"545","80","sopa","furniture","predicate1","berde",0.97,"color"
"546","80","television","furniture","predicate1","mahaba",0.98,"size"
"547","82","television","furniture","predicate1","aluminyo",0,"material"
"548","82","mansanas","food","predicate1","maikli",1,"size"
"549","82","keso","food","predicate1","tatsulok",1,"shape"
"550","82","sopa","furniture","predicate1","maikli",1,"size"
"551","82","saging","food","predicate1","matigas",1,"texture"
"552","82","karot","food","predicate1","makinis",1,"texture"
"553","82","silya","furniture","predicate1","berde",0,"color"
"554","82","mesa","furniture","predicate1","bulok",1,"age"
"555","82","television","furniture","predicate1","maliit",1,"size"
"556","82","sopa","furniture","predicate1","sira",1,"quality"
"557","82","mesa","furniture","predicate1","berde",0,"color"
"558","82","saging","food","predicate1","malambot",1,"texture"
"559","82","keso","food","predicate1","malaki",1,"size"
"560","82","saging","food","predicate1","berde",0,"color"
"561","82","mesa","furniture","predicate1","dilaw",0,"color"
"562","82","sopa","furniture","predicate1","berde",0,"color"
"563","82","mansanas","food","predicate1","maganda",1,"quality"
"564","82","sopa","furniture","predicate1","bilog",1,"shape"
"565","82","saging","food","predicate1","luma",1,"age"
"566","82","mesa","furniture","predicate1","mahaba",1,"size"
"567","82","lampara","furniture","predicate1","luma",1,"age"
"568","82","silya","furniture","predicate1","parihaba",0,"shape"
"569","82","television","furniture","predicate1","pula",0,"color"
"570","82","television","furniture","predicate1","sira",1,"quality"
"571","82","mesa","furniture","predicate1","aluminyo",0,"material"
"572","82","sopa","furniture","predicate1","tatsulok",0,"shape"
"573","86","kamatis","food","predicate1","malaki",1,"size"
"574","86","kamatis","food","predicate1","malaki",0,"size"
"575","86","saging","food","predicate1","bulok",1,"age"
"576","86","television","furniture","predicate1","aluminyo",0,"material"
"577","86","lampara","furniture","predicate1","cuadrado",0.95,"shape"
"578","86","television","furniture","predicate1","itim",0.04,"color"
"579","86","saging","food","predicate1","puti",0.04,"color"
"580","86","silya","furniture","predicate1","bakal",0.01,"material"
"581","86","mesa","furniture","predicate1","bulok",0.97,"age"
"582","86","silya","furniture","predicate1","sariwa",0.96,"age"
"583","86","keso","food","predicate1","pula",0.97,"color"
"584","86","kamatis","food","predicate1","maganda",0.98,"quality"
"585","86","silya","furniture","predicate1","aluminyo",0.04,"material"
"586","86","saging","food","predicate1","mahaba",0.98,"size"
"587","86","mesa","furniture","predicate1","matigas",0.94,"texture"
"588","86","sopa","furniture","predicate1","bakal",0.01,"material"
"589","86","kamatis","food","predicate1","dilaw",0.03,"color"
"590","86","lampara","furniture","predicate1","maikli",0.02,"size"
"591","86","mansanas","food","predicate1","itim",0.03,"color"
"592","86","silya","furniture","predicate1","bakal",0.02,"material"
"593","86","mansanas","food","predicate1","malambot",0.03,"texture"
"594","86","kamatis","food","predicate1","aluminyo",0.03,"material"
"595","86","saging","food","predicate1","luma",0.97,"age"
"596","86","kamatis","food","predicate1","luma",0.03,"age"
"597","86","keso","food","predicate1","maganda",0.95,"quality"
"598","86","television","furniture","predicate1","bakal",0.01,"material"
"599","88","kamatis","food","predicate1","makinis",0.14,"texture"
"600","88","keso","food","predicate1","tatsulok",0.87,"shape"
"601","88","kamatis","food","predicate1","malaki",0.87,"size"
"602","88","mesa","furniture","predicate1","tatsulok",0.83,"shape"
"603","88","silya","furniture","predicate1","bakal",0.07,"material"
"604","88","mansanas","food","predicate1","bago",0.86,"age"
"605","88","silya","furniture","predicate1","cuadrado",0.92,"shape"
"606","88","sopa","furniture","predicate1","aluminyo",0.11,"material"
"607","88","keso","food","predicate1","sira",0.92,"quality"
"608","88","karot","food","predicate1","makinis",0.92,"texture"
"609","88","silya","furniture","predicate1","malambot",0.86,"texture"
"610","88","sopa","furniture","predicate1","mahaba",0.87,"size"
"611","88","television","furniture","predicate1","maganda",0.89,"quality"
"612","88","television","furniture","predicate1","maganda",0.05,"quality"
"613","88","keso","food","predicate1","puti",0.07,"color"
"614","88","karot","food","predicate1","asul",0.03,"color"
"615","88","keso","food","predicate1","berde",0.05,"color"
"616","88","saging","food","predicate1","bakal",0.02,"material"
"617","88","kamatis","food","predicate1","bulok",0.95,"age"
"618","88","mansanas","food","predicate1","maikli",0.94,"size"
"619","88","saging","food","predicate1","aluminyo",0.92,"material"
"620","88","mesa","furniture","predicate1","pula",0.9,"color"
"621","88","mesa","furniture","predicate1","maikli",0.89,"size"
"622","88","television","furniture","predicate1","sariwa",0.97,"age"
"623","88","karot","food","predicate1","maganda",0.95,"quality"
"624","88","saging","food","predicate1","bilog",0.9,"shape"
"625","2","lampara","furniture","rightpredicate1","luma",0,"age"
"626","2","silya","furniture","rightpredicate1","asul",0.91,"color"
"627","2","saging","food","rightpredicate1","itim",0.05,"color"
"628","2","kamatis","food","rightpredicate1","bakal",0.96,"material"
"629","2","mansanas","food","rightpredicate1","kahoy",0.03,"material"
"630","2","karot","food","rightpredicate1","sariwa",0.03,"age"
"631","2","sopa","furniture","rightpredicate1","luma",0.98,"age"
"632","2","sopa","furniture","rightpredicate1","malambot",0.04,"texture"
"633","2","saging","food","rightpredicate1","maikli",0.99,"size"
"634","2","sopa","furniture","rightpredicate1","dilaw",0.97,"color"
"635","2","mansanas","food","rightpredicate1","sariwa",1,"age"
"636","2","television","furniture","rightpredicate1","tatsulok",0,"shape"
"637","2","television","furniture","rightpredicate1","bulok",0.01,"age"
"638","2","karot","food","rightpredicate1","maliit",0.02,"size"
"639","2","sopa","furniture","rightpredicate1","parihaba",0.02,"shape"
"640","2","mansanas","food","rightpredicate1","luma",0.95,"age"
"641","2","silya","furniture","rightpredicate1","maganda",0.02,"quality"
"642","2","karot","food","rightpredicate1","bakal",0.04,"material"
"643","2","television","furniture","rightpredicate1","asul",0.01,"color"
"644","2","saging","food","rightpredicate1","parihaba",0.02,"shape"
"645","2","lampara","furniture","rightpredicate1","maliit",0.95,"size"
"646","2","keso","food","rightpredicate1","maikli",0.02,"size"
"647","2","mesa","furniture","rightpredicate1","maikli",0.52,"size"
"648","2","television","furniture","rightpredicate1","pula",0.02,"color"
"649","2","mansanas","food","rightpredicate1","berde",0.01,"color"
"650","2","television","furniture","rightpredicate1","bakal",1,"material"
"651","3","saging","food","rightpredicate1","berde",0.1,"color"
"652","3","karot","food","rightpredicate1","pula",0.86,"color"
"653","3","television","furniture","rightpredicate1","malaki",0.95,"size"
"654","3","mesa","furniture","rightpredicate1","dilaw",0.86,"color"
"655","3","keso","food","rightpredicate1","kahoy",0.46,"material"
"656","3","karot","food","rightpredicate1","tatsulok",0.9,"shape"
"657","3","lampara","furniture","rightpredicate1","matigas",0.91,"texture"
"658","3","karot","food","rightpredicate1","maganda",0.73,"quality"
"659","3","lampara","furniture","rightpredicate1","cuadrado",0.34,"shape"
"660","3","saging","food","rightpredicate1","bulok",0.78,"age"
"661","3","lampara","furniture","rightpredicate1","bilog",0.72,"shape"
"662","3","keso","food","rightpredicate1","itim",0.79,"color"
"663","3","silya","furniture","rightpredicate1","tatsulok",0.86,"shape"
"664","3","mesa","furniture","rightpredicate1","matigas",0.18,"texture"
"665","3","karot","food","rightpredicate1","pula",0.23,"color"
"666","3","mansanas","food","rightpredicate1","cuadrado",0.85,"shape"
"667","3","silya","furniture","rightpredicate1","pula",0.13,"color"
"668","3","sopa","furniture","rightpredicate1","makinis",0.86,"texture"
"669","3","kamatis","food","rightpredicate1","aluminyo",0.11,"material"
"670","3","mansanas","food","rightpredicate1","maliit",0.17,"size"
"671","3","keso","food","rightpredicate1","bago",0.93,"age"
"672","3","karot","food","rightpredicate1","mahaba",0.49,"size"
"673","3","sopa","furniture","rightpredicate1","bakal",0.82,"material"
"674","3","mansanas","food","rightpredicate1","bago",0.18,"age"
"675","3","mansanas","food","rightpredicate1","sariwa",0.26,"age"
"676","3","keso","food","rightpredicate1","dilaw",0.72,"color"
"677","6","saging","food","rightpredicate1","makinis",0.29,"texture"
"678","6","sopa","furniture","rightpredicate1","luma",0.69,"age"
"679","6","sopa","furniture","rightpredicate1","mahaba",0.31,"size"
"680","6","saging","food","rightpredicate1","kahoy",0.33,"material"
"681","6","sopa","furniture","rightpredicate1","malaki",0.3,"size"
"682","6","saging","food","rightpredicate1","makinis",0.26,"texture"
"683","6","lampara","furniture","rightpredicate1","parihaba",0.32,"shape"
"684","6","television","furniture","rightpredicate1","parihaba",0.25,"shape"
"685","6","mansanas","food","rightpredicate1","malaki",0.31,"size"
"686","6","lampara","furniture","rightpredicate1","bilog",0.33,"shape"
"687","6","mansanas","food","rightpredicate1","bago",0.31,"age"
"688","6","saging","food","rightpredicate1","malaki",0.32,"size"
"689","6","lampara","furniture","rightpredicate1","kahoy",0.32,"material"
"690","6","karot","food","rightpredicate1","pula",0.36,"color"
"691","6","mansanas","food","rightpredicate1","itim",0.31,"color"
"692","6","lampara","furniture","rightpredicate1","berde",0.32,"color"
"693","6","mansanas","food","rightpredicate1","sira",0.31,"quality"
"694","6","mesa","furniture","rightpredicate1","malambot",0.35,"texture"
"695","6","karot","food","rightpredicate1","parihaba",0.26,"shape"
"696","6","mansanas","food","rightpredicate1","pula",0.33,"color"
"697","6","mesa","furniture","rightpredicate1","bago",0.61,"age"
"698","6","mansanas","food","rightpredicate1","luma",0.57,"age"
"699","6","keso","food","rightpredicate1","maganda",0.35,"quality"
"700","6","karot","food","rightpredicate1","maikli",0.68,"size"
"701","6","karot","food","rightpredicate1","puti",0.28,"color"
"702","6","sopa","furniture","rightpredicate1","bulok",0.38,"age"
"703","16","sopa","furniture","rightpredicate1","malambot",0.23,"texture"
"704","16","karot","food","rightpredicate1","asul",0.63,"color"
"705","16","television","furniture","rightpredicate1","luma",0.21,"age"
"706","16","mansanas","food","rightpredicate1","sira",0.78,"quality"
"707","16","mesa","furniture","rightpredicate1","pula",0.16,"color"
"708","16","sopa","furniture","rightpredicate1","dilaw",0.78,"color"
"709","16","television","furniture","rightpredicate1","bulok",0.2,"age"
"710","16","karot","food","rightpredicate1","luma",0.09,"age"
"711","16","sopa","furniture","rightpredicate1","mahaba",0.81,"size"
"712","16","television","furniture","rightpredicate1","parihaba",0.15,"shape"
"713","16","lampara","furniture","rightpredicate1","maikli",0.91,"size"
"714","16","kamatis","food","rightpredicate1","bulok",0.98,"age"
"715","16","television","furniture","rightpredicate1","makinis",0.9,"texture"
"716","16","kamatis","food","rightpredicate1","bilog",0.07,"shape"
"717","16","karot","food","rightpredicate1","dilaw",0.88,"color"
"718","16","silya","furniture","rightpredicate1","cuadrado",0.05,"shape"
"719","16","karot","food","rightpredicate1","maliit",0.85,"size"
"720","16","lampara","furniture","rightpredicate1","bakal",0.03,"material"
"721","16","mansanas","food","rightpredicate1","sira",0.84,"quality"
"722","16","karot","food","rightpredicate1","cuadrado",0.12,"shape"
"723","16","karot","food","rightpredicate1","bulok",0.81,"age"
"724","16","kamatis","food","rightpredicate1","mahaba",0.16,"size"
"725","16","kamatis","food","rightpredicate1","aluminyo",0.81,"material"
"726","16","lampara","furniture","rightpredicate1","bilog",0.15,"shape"
"727","16","sopa","furniture","rightpredicate1","bakal",0.74,"material"
"728","16","karot","food","rightpredicate1","cuadrado",0.08,"shape"
"729","22","television","furniture","rightpredicate1","parihaba",0,"shape"
"730","22","silya","furniture","rightpredicate1","tatsulok",0,"shape"
"731","22","karot","food","rightpredicate1","maikli",0,"size"
"732","22","keso","food","rightpredicate1","matigas",1,"texture"
"733","22","mansanas","food","rightpredicate1","pula",0,"color"
"734","22","karot","food","rightpredicate1","pula",0,"color"
"735","22","lampara","furniture","rightpredicate1","malambot",1,"texture"
"736","22","mesa","furniture","rightpredicate1","maganda",1,"quality"
"737","22","keso","food","rightpredicate1","dilaw",1,"color"
"738","22","saging","food","rightpredicate1","bulok",1,"age"
"739","22","saging","food","rightpredicate1","puti",0,"color"
"740","22","silya","furniture","rightpredicate1","cuadrado",0,"shape"
"741","22","kamatis","food","rightpredicate1","berde",0,"color"
"742","22","saging","food","rightpredicate1","parihaba",1,"shape"
"743","22","television","furniture","rightpredicate1","tatsulok",0,"shape"
"744","22","kamatis","food","rightpredicate1","bulok",1,"age"
"745","22","silya","furniture","rightpredicate1","bakal",1,"material"
"746","22","television","furniture","rightpredicate1","maliit",0,"size"
"747","22","television","furniture","rightpredicate1","maikli",0,"size"
"748","22","kamatis","food","rightpredicate1","pula",0,"color"
"749","22","mansanas","food","rightpredicate1","bakal",0,"material"
"750","22","television","furniture","rightpredicate1","dilaw",0,"color"
"751","22","silya","furniture","rightpredicate1","berde",0,"color"
"752","22","television","furniture","rightpredicate1","maganda",1,"quality"
"753","22","sopa","furniture","rightpredicate1","kahoy",0,"material"
"754","22","kamatis","food","rightpredicate1","bulok",1,"age"
"755","23","lampara","furniture","rightpredicate1","makinis",0.27,"texture"
"756","23","mansanas","food","rightpredicate1","malaki",0.27,"size"
"757","23","lampara","furniture","rightpredicate1","itim",0.65,"color"
"758","23","kamatis","food","rightpredicate1","puti",0.15,"color"
"759","23","sopa","furniture","rightpredicate1","parihaba",0.37,"shape"
"760","23","mesa","furniture","rightpredicate1","maliit",0.82,"size"
"761","23","lampara","furniture","rightpredicate1","parihaba",0.43,"shape"
"762","23","keso","food","rightpredicate1","tatsulok",0.28,"shape"
"763","23","keso","food","rightpredicate1","malambot",0.57,"texture"
"764","23","television","furniture","rightpredicate1","maganda",0.2,"quality"
"765","23","kamatis","food","rightpredicate1","sira",0.47,"quality"
"766","23","silya","furniture","rightpredicate1","makinis",0.93,"texture"
"767","23","silya","furniture","rightpredicate1","parihaba",0.68,"shape"
"768","23","kamatis","food","rightpredicate1","bilog",0.36,"shape"
"769","23","sopa","furniture","rightpredicate1","puti",0.85,"color"
"770","23","keso","food","rightpredicate1","tatsulok",0.47,"shape"
"771","23","karot","food","rightpredicate1","aluminyo",0.24,"material"
"772","23","keso","food","rightpredicate1","parihaba",0.31,"shape"
"773","23","kamatis","food","rightpredicate1","kahoy",0.27,"material"
"774","23","sopa","furniture","rightpredicate1","maikli",0.69,"size"
"775","23","lampara","furniture","rightpredicate1","bulok",0.35,"age"
"776","23","sopa","furniture","rightpredicate1","sariwa",0.87,"age"
"777","23","karot","food","rightpredicate1","bulok",0.74,"age"
"778","23","mesa","furniture","rightpredicate1","dilaw",0.49,"color"
"779","23","lampara","furniture","rightpredicate1","makinis",0.4,"texture"
"780","23","silya","furniture","rightpredicate1","bilog",0.84,"shape"
"781","29","keso","food","rightpredicate1","tatsulok",0.28,"shape"
"782","29","television","furniture","rightpredicate1","makinis",0.58,"texture"
"783","29","saging","food","rightpredicate1","pula",0.31,"color"
"784","29","saging","food","rightpredicate1","bulok",0.12,"age"
"785","29","mansanas","food","rightpredicate1","maganda",0.6,"quality"
"786","29","saging","food","rightpredicate1","mahaba",0.23,"size"
"787","29","keso","food","rightpredicate1","pula",0.83,"color"
"788","29","keso","food","rightpredicate1","maliit",0.32,"size"
"789","29","television","furniture","rightpredicate1","berde",0.68,"color"
"790","29","mansanas","food","rightpredicate1","matigas",0.57,"texture"
"791","29","karot","food","rightpredicate1","makinis",0.69,"texture"
"792","29","lampara","furniture","rightpredicate1","bago",0.32,"age"
"793","29","mansanas","food","rightpredicate1","parihaba",0.21,"shape"
"794","29","mesa","furniture","rightpredicate1","maganda",0.77,"quality"
"795","29","saging","food","rightpredicate1","itim",0.3,"color"
"796","29","saging","food","rightpredicate1","bago",0.56,"age"
"797","29","sopa","furniture","rightpredicate1","aluminyo",0.29,"material"
"798","29","lampara","furniture","rightpredicate1","pula",0.23,"color"
"799","29","lampara","furniture","rightpredicate1","sira",0.18,"quality"
"800","29","kamatis","food","rightpredicate1","aluminyo",0.3,"material"
"801","29","mesa","furniture","rightpredicate1","pula",0.56,"color"
"802","29","silya","furniture","rightpredicate1","bago",0.18,"age"
"803","29","television","furniture","rightpredicate1","maikli",0.62,"size"
"804","29","television","furniture","rightpredicate1","maliit",0.4,"size"
"805","29","sopa","furniture","rightpredicate1","bilog",0.23,"shape"
"806","29","kamatis","food","rightpredicate1","luma",0.58,"age"
"807","30","karot","food","rightpredicate1","maganda",0.57,"quality"
"808","30","sopa","furniture","rightpredicate1","dilaw",0.3,"color"
"809","30","television","furniture","rightpredicate1","maliit",0.78,"size"
"810","30","mansanas","food","rightpredicate1","bulok",0.31,"age"
"811","30","mansanas","food","rightpredicate1","bulok",0.16,"age"
"812","30","keso","food","rightpredicate1","maganda",0.75,"quality"
"813","30","lampara","furniture","rightpredicate1","maliit",0.35,"size"
"814","30","karot","food","rightpredicate1","parihaba",0.63,"shape"
"815","30","keso","food","rightpredicate1","bakal",0.46,"material"
"816","30","lampara","furniture","rightpredicate1","luma",0.3,"age"
"817","30","keso","food","rightpredicate1","sira",0.62,"quality"
"818","30","lampara","furniture","rightpredicate1","maikli",0.38,"size"
"819","30","saging","food","rightpredicate1","pula",0.29,"color"
"820","30","kamatis","food","rightpredicate1","tatsulok",0.59,"shape"
"821","30","mansanas","food","rightpredicate1","berde",0.44,"color"
"822","30","mansanas","food","rightpredicate1","matigas",0.69,"texture"
"823","30","karot","food","rightpredicate1","dilaw",0.32,"color"
"824","30","television","furniture","rightpredicate1","luma",0.42,"age"
"825","30","mansanas","food","rightpredicate1","maganda",0.23,"quality"
"826","30","silya","furniture","rightpredicate1","pula",0.55,"color"
"827","30","keso","food","rightpredicate1","bakal",0.22,"material"
"828","30","silya","furniture","rightpredicate1","parihaba",0.51,"shape"
"829","30","lampara","furniture","rightpredicate1","mahaba",0.19,"size"
"830","30","kamatis","food","rightpredicate1","dilaw",0.59,"color"
"831","30","lampara","furniture","rightpredicate1","parihaba",0.32,"shape"
"832","30","keso","food","rightpredicate1","mahaba",0.66,"size"
"833","31","mesa","furniture","rightpredicate1","cuadrado",0.13,"shape"
"834","31","karot","food","rightpredicate1","aluminyo",0.09,"material"
"835","31","mansanas","food","rightpredicate1","makinis",0.17,"texture"
"836","31","mesa","furniture","rightpredicate1","malambot",0.16,"texture"
"837","31","mesa","furniture","rightpredicate1","bilog",0.08,"shape"
"838","31","silya","furniture","rightpredicate1","bago",0.14,"age"
"839","31","sopa","furniture","rightpredicate1","makinis",0.13,"texture"
"840","31","mansanas","food","rightpredicate1","maliit",0.2,"size"
"841","31","mesa","furniture","rightpredicate1","bago",0.26,"age"
"842","31","television","furniture","rightpredicate1","kahoy",0.0600000000000001,"material"
"843","31","silya","furniture","rightpredicate1","cuadrado",0.19,"shape"
"844","31","television","furniture","rightpredicate1","sira",0.21,"quality"
"845","31","saging","food","rightpredicate1","parihaba",0.11,"shape"
"846","31","kamatis","food","rightpredicate1","maganda",0.13,"quality"
"847","31","lampara","furniture","rightpredicate1","sariwa",0.15,"age"
"848","31","sopa","furniture","rightpredicate1","luma",0.21,"age"
"849","31","sopa","furniture","rightpredicate1","berde",0.18,"color"
"850","31","mesa","furniture","rightpredicate1","dilaw",0.18,"color"
"851","31","lampara","furniture","rightpredicate1","berde",0.19,"color"
"852","31","mansanas","food","rightpredicate1","matigas",0.14,"texture"
"853","31","silya","furniture","rightpredicate1","bulok",0.14,"age"
"854","31","karot","food","rightpredicate1","pula",0.2,"color"
"855","31","saging","food","rightpredicate1","pula",0.12,"color"
"856","31","saging","food","rightpredicate1","malambot",0.19,"texture"
"857","31","mesa","furniture","rightpredicate1","aluminyo",0.1,"material"
"858","31","saging","food","rightpredicate1","matigas",0.19,"texture"
"859","37","lampara","furniture","rightpredicate1","luma",0.28,"age"
"860","37","kamatis","food","rightpredicate1","parihaba",0.71,"shape"
"861","37","mesa","furniture","rightpredicate1","maganda",0.6,"quality"
"862","37","silya","furniture","rightpredicate1","tatsulok",0.68,"shape"
"863","37","mesa","furniture","rightpredicate1","pula",0.28,"color"
"864","37","silya","furniture","rightpredicate1","luma",0.65,"age"
"865","37","lampara","furniture","rightpredicate1","dilaw",0.83,"color"
"866","37","karot","food","rightpredicate1","bulok",0.35,"age"
"867","37","keso","food","rightpredicate1","itim",0.21,"color"
"868","37","kamatis","food","rightpredicate1","mahaba",0.61,"size"
"869","37","saging","food","rightpredicate1","luma",0.34,"age"
"870","37","karot","food","rightpredicate1","luma",0.65,"age"
"871","37","karot","food","rightpredicate1","mahaba",0.34,"size"
"872","37","saging","food","rightpredicate1","malambot",0.61,"texture"
"873","37","karot","food","rightpredicate1","malaki",0.39,"size"
"874","37","sopa","furniture","rightpredicate1","berde",0.68,"color"
"875","37","saging","food","rightpredicate1","sira",0.25,"quality"
"876","37","karot","food","rightpredicate1","aluminyo",0.64,"material"
"877","37","lampara","furniture","rightpredicate1","sira",0.63,"quality"
"878","37","lampara","furniture","rightpredicate1","matigas",0.33,"texture"
"879","37","kamatis","food","rightpredicate1","malambot",0.69,"texture"
"880","37","silya","furniture","rightpredicate1","maikli",0.87,"size"
"881","37","mesa","furniture","rightpredicate1","maganda",0.44,"quality"
"882","37","lampara","furniture","rightpredicate1","dilaw",0.71,"color"
"883","37","keso","food","rightpredicate1","pula",0.45,"color"
"884","37","mansanas","food","rightpredicate1","pula",0.4,"color"
"885","38","karot","food","rightpredicate1","puti",0.01,"color"
"886","38","saging","food","rightpredicate1","malambot",0.98,"texture"
"887","38","mansanas","food","rightpredicate1","malambot",0.97,"texture"
"888","38","lampara","furniture","rightpredicate1","cuadrado",0.02,"shape"
"889","38","karot","food","rightpredicate1","sariwa",0.01,"age"
"890","38","television","furniture","rightpredicate1","parihaba",0.02,"shape"
"891","38","lampara","furniture","rightpredicate1","kahoy",0.02,"material"
"892","38","karot","food","rightpredicate1","parihaba",0.98,"shape"
"893","38","kamatis","food","rightpredicate1","parihaba",0.02,"shape"
"894","38","karot","food","rightpredicate1","luma",0.99,"age"
"895","38","keso","food","rightpredicate1","dilaw",0.02,"color"
"896","38","television","furniture","rightpredicate1","tatsulok",0.01,"shape"
"897","38","keso","food","rightpredicate1","tatsulok",0.97,"shape"
"898","38","mansanas","food","rightpredicate1","mahaba",0.99,"size"
"899","38","lampara","furniture","rightpredicate1","maliit",0.97,"size"
"900","38","silya","furniture","rightpredicate1","mahaba",0.02,"size"
"901","38","lampara","furniture","rightpredicate1","luma",0.02,"age"
"902","38","lampara","furniture","rightpredicate1","malambot",0.95,"texture"
"903","38","mansanas","food","rightpredicate1","bakal",0.01,"material"
"904","38","sopa","furniture","rightpredicate1","sira",0,"quality"
"905","38","lampara","furniture","rightpredicate1","bulok",0.98,"age"
"906","38","sopa","furniture","rightpredicate1","berde",0.96,"color"
"907","38","keso","food","rightpredicate1","asul",0.05,"color"
"908","38","sopa","furniture","rightpredicate1","luma",0.98,"age"
"909","38","karot","food","rightpredicate1","asul",0.02,"color"
"910","38","karot","food","rightpredicate1","sira",0.99,"quality"
"911","41","keso","food","rightpredicate1","pula",0.34,"color"
"912","41","lampara","furniture","rightpredicate1","malambot",0.34,"texture"
"913","41","mansanas","food","rightpredicate1","bago",0.66,"age"
"914","41","mesa","furniture","rightpredicate1","parihaba",0.4,"shape"
"915","41","mansanas","food","rightpredicate1","makinis",0.39,"texture"
"916","41","television","furniture","rightpredicate1","berde",0.38,"color"
"917","41","lampara","furniture","rightpredicate1","cuadrado",0.3,"shape"
"918","41","saging","food","rightpredicate1","pula",0.32,"color"
"919","41","saging","food","rightpredicate1","dilaw",0.33,"color"
"920","41","karot","food","rightpredicate1","maganda",0.28,"quality"
"921","41","lampara","furniture","rightpredicate1","tatsulok",0.32,"shape"
"922","41","lampara","furniture","rightpredicate1","malambot",0.34,"texture"
"923","41","silya","furniture","rightpredicate1","malaki",0.76,"size"
"924","41","karot","food","rightpredicate1","tatsulok",0.34,"shape"
"925","41","kamatis","food","rightpredicate1","berde",0.36,"color"
"926","41","kamatis","food","rightpredicate1","maganda",0.51,"quality"
"927","41","kamatis","food","rightpredicate1","luma",0.32,"age"
"928","41","mesa","furniture","rightpredicate1","malaki",0.33,"size"
"929","41","saging","food","rightpredicate1","itim",0.19,"color"
"930","41","karot","food","rightpredicate1","parihaba",0.37,"shape"
"931","41","mansanas","food","rightpredicate1","maganda",0.46,"quality"
"932","41","mesa","furniture","rightpredicate1","maganda",0.37,"quality"
"933","41","lampara","furniture","rightpredicate1","asul",0.47,"color"
"934","41","keso","food","rightpredicate1","luma",0.34,"age"
"935","41","sopa","furniture","rightpredicate1","parihaba",0.34,"shape"
