workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class,language,born,enjoyment,gender,age,comments,assess,agemove,live,dialects,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
3,ay,dilaw,kamatis,0.65,food,8,color,yes,Philippines,0,Male,27,nothing,No,1,Philippines,yes,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3H7XDTSHKDNESYADKOKU2KLKMV4WGO,3,Submitted,Tue Feb 27 09:27:41 PST 2018,Mon Feb 26 16:42:58 PST 2018,Mon Feb 26 16:47:41 PST 2018,,,,,,[],4.6051166666666665
3,ay hindi,asul,mesa,0.52,furniture,9,color,yes,Philippines,0,Male,27,nothing,No,1,Philippines,yes,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3H7XDTSHKDNESYADKOKU2KLKMV4WGO,3,Submitted,Tue Feb 27 09:27:41 PST 2018,Mon Feb 26 16:42:58 PST 2018,Mon Feb 26 16:47:41 PST 2018,,,,,,[],4.6051166666666665
3,ay hindi,maikli,silya,0.75,furniture,10,size,yes,Philippines,0,Male,27,nothing,No,1,Philippines,yes,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3H7XDTSHKDNESYADKOKU2KLKMV4WGO,3,Submitted,Tue Feb 27 09:27:41 PST 2018,Mon Feb 26 16:42:58 PST 2018,Mon Feb 26 16:47:41 PST 2018,,,,,,[],4.6051166666666665
3,ay hindi,itim,mansanas,0.62,food,11,color,yes,Philippines,0,Male,27,nothing,No,1,Philippines,yes,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3H7XDTSHKDNESYADKOKU2KLKMV4WGO,3,Submitted,Tue Feb 27 09:27:41 PST 2018,Mon Feb 26 16:42:58 PST 2018,Mon Feb 26 16:47:41 PST 2018,,,,,,[],4.6051166666666665
3,ay hindi,berde,mansanas,0.75,food,12,color,yes,Philippines,0,Male,27,nothing,No,1,Philippines,yes,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3H7XDTSHKDNESYADKOKU2KLKMV4WGO,3,Submitted,Tue Feb 27 09:27:41 PST 2018,Mon Feb 26 16:42:58 PST 2018,Mon Feb 26 16:47:41 PST 2018,,,,,,[],4.6051166666666665
3,ay,matigas,television,0.62,furniture,13,texture,yes,Philippines,0,Male,27,nothing,No,1,Philippines,yes,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3H7XDTSHKDNESYADKOKU2KLKMV4WGO,3,Submitted,Tue Feb 27 09:27:41 PST 2018,Mon Feb 26 16:42:58 PST 2018,Mon Feb 26 16:47:41 PST 2018,,,,,,[],4.6051166666666665
3,ay,bulok,sopa,0.74,furniture,14,age,yes,Philippines,0,Male,27,nothing,No,1,Philippines,yes,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3H7XDTSHKDNESYADKOKU2KLKMV4WGO,3,Submitted,Tue Feb 27 09:27:41 PST 2018,Mon Feb 26 16:42:58 PST 2018,Mon Feb 26 16:47:41 PST 2018,,,,,,[],4.6051166666666665
3,ay,malambot,keso,0.51,food,15,texture,yes,Philippines,0,Male,27,nothing,No,1,Philippines,yes,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3H7XDTSHKDNESYADKOKU2KLKMV4WGO,3,Submitted,Tue Feb 27 09:27:41 PST 2018,Mon Feb 26 16:42:58 PST 2018,Mon Feb 26 16:47:41 PST 2018,,,,,,[],4.6051166666666665
3,ay,mahaba,kamatis,0.72,food,16,size,yes,Philippines,0,Male,27,nothing,No,1,Philippines,yes,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3H7XDTSHKDNESYADKOKU2KLKMV4WGO,3,Submitted,Tue Feb 27 09:27:41 PST 2018,Mon Feb 26 16:42:58 PST 2018,Mon Feb 26 16:47:41 PST 2018,,,,,,[],4.6051166666666665
3,ay,sariwa,mansanas,0.36,food,17,age,yes,Philippines,0,Male,27,nothing,No,1,Philippines,yes,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3H7XDTSHKDNESYADKOKU2KLKMV4WGO,3,Submitted,Tue Feb 27 09:27:41 PST 2018,Mon Feb 26 16:42:58 PST 2018,Mon Feb 26 16:47:41 PST 2018,,,,,,[],4.6051166666666665
3,ay,kahoy,lampara,0.66,furniture,18,material,yes,Philippines,0,Male,27,nothing,No,1,Philippines,yes,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3H7XDTSHKDNESYADKOKU2KLKMV4WGO,3,Submitted,Tue Feb 27 09:27:41 PST 2018,Mon Feb 26 16:42:58 PST 2018,Mon Feb 26 16:47:41 PST 2018,,,,,,[],4.6051166666666665
3,ay hindi,bilog,lampara,0.59,furniture,19,shape,yes,Philippines,0,Male,27,nothing,No,1,Philippines,yes,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3H7XDTSHKDNESYADKOKU2KLKMV4WGO,3,Submitted,Tue Feb 27 09:27:41 PST 2018,Mon Feb 26 16:42:58 PST 2018,Mon Feb 26 16:47:41 PST 2018,,,,,,[],4.6051166666666665
3,ay,parihaba,lampara,0.76,furniture,20,shape,yes,Philippines,0,Male,27,nothing,No,1,Philippines,yes,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3H7XDTSHKDNESYADKOKU2KLKMV4WGO,3,Submitted,Tue Feb 27 09:27:41 PST 2018,Mon Feb 26 16:42:58 PST 2018,Mon Feb 26 16:47:41 PST 2018,,,,,,[],4.6051166666666665
3,ay hindi,sira,mansanas,0.6,food,21,quality,yes,Philippines,0,Male,27,nothing,No,1,Philippines,yes,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3H7XDTSHKDNESYADKOKU2KLKMV4WGO,3,Submitted,Tue Feb 27 09:27:41 PST 2018,Mon Feb 26 16:42:58 PST 2018,Mon Feb 26 16:47:41 PST 2018,,,,,,[],4.6051166666666665
3,ay,maganda,sopa,0.74,furniture,22,quality,yes,Philippines,0,Male,27,nothing,No,1,Philippines,yes,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3H7XDTSHKDNESYADKOKU2KLKMV4WGO,3,Submitted,Tue Feb 27 09:27:41 PST 2018,Mon Feb 26 16:42:58 PST 2018,Mon Feb 26 16:47:41 PST 2018,,,,,,[],4.6051166666666665
3,ay hindi,bago,lampara,0.62,furniture,23,age,yes,Philippines,0,Male,27,nothing,No,1,Philippines,yes,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3H7XDTSHKDNESYADKOKU2KLKMV4WGO,3,Submitted,Tue Feb 27 09:27:41 PST 2018,Mon Feb 26 16:42:58 PST 2018,Mon Feb 26 16:47:41 PST 2018,,,,,,[],4.6051166666666665
3,ay hindi,tatsulok,karot,0.73,food,24,shape,yes,Philippines,0,Male,27,nothing,No,1,Philippines,yes,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3H7XDTSHKDNESYADKOKU2KLKMV4WGO,3,Submitted,Tue Feb 27 09:27:41 PST 2018,Mon Feb 26 16:42:58 PST 2018,Mon Feb 26 16:47:41 PST 2018,,,,,,[],4.6051166666666665
3,ay hindi,makinis,mesa,0.47,furniture,25,texture,yes,Philippines,0,Male,27,nothing,No,1,Philippines,yes,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3H7XDTSHKDNESYADKOKU2KLKMV4WGO,3,Submitted,Tue Feb 27 09:27:41 PST 2018,Mon Feb 26 16:42:58 PST 2018,Mon Feb 26 16:47:41 PST 2018,,,,,,[],4.6051166666666665
3,ay hindi,luma,lampara,0.71,furniture,26,age,yes,Philippines,0,Male,27,nothing,No,1,Philippines,yes,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3H7XDTSHKDNESYADKOKU2KLKMV4WGO,3,Submitted,Tue Feb 27 09:27:41 PST 2018,Mon Feb 26 16:42:58 PST 2018,Mon Feb 26 16:47:41 PST 2018,,,,,,[],4.6051166666666665
3,ay,bakal,television,0.63,furniture,27,material,yes,Philippines,0,Male,27,nothing,No,1,Philippines,yes,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3H7XDTSHKDNESYADKOKU2KLKMV4WGO,3,Submitted,Tue Feb 27 09:27:41 PST 2018,Mon Feb 26 16:42:58 PST 2018,Mon Feb 26 16:47:41 PST 2018,,,,,,[],4.6051166666666665
3,ay hindi,maliit,kamatis,0.68,food,28,size,yes,Philippines,0,Male,27,nothing,No,1,Philippines,yes,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,3H7XDTSHKDNESYADKOKU2KLKMV4WGO,3,Submitted,Tue Feb 27 09:27:41 PST 2018,Mon Feb 26 16:42:58 PST 2018,Mon Feb 26 16:47:41 PST 2018,,,,,,[],4.6051166666666665
4,ay,cuadrado,lampara,0.61,furniture,3,shape,English,Philippines,-1,Female,30,,Yes,Pilipinas ,USA,,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,386PBUZZXGT886OFOGYVQMWKGGHJLM,4,Submitted,Tue Feb 27 09:28:41 PST 2018,Mon Feb 26 16:42:54 PST 2018,Mon Feb 26 16:48:41 PST 2018,,,,,,[],0.8506833333333333
4,ay hindi,bakal,television,0.66,furniture,4,material,English,Philippines,-1,Female,30,,Yes,Pilipinas ,USA,,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,386PBUZZXGT886OFOGYVQMWKGGHJLM,4,Submitted,Tue Feb 27 09:28:41 PST 2018,Mon Feb 26 16:42:54 PST 2018,Mon Feb 26 16:48:41 PST 2018,,,,,,[],0.8506833333333333
4,ay hindi,pula,mesa,0.7,furniture,5,color,English,Philippines,-1,Female,30,,Yes,Pilipinas ,USA,,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,386PBUZZXGT886OFOGYVQMWKGGHJLM,4,Submitted,Tue Feb 27 09:28:41 PST 2018,Mon Feb 26 16:42:54 PST 2018,Mon Feb 26 16:48:41 PST 2018,,,,,,[],0.8506833333333333
4,ay,luma,saging,0.68,food,6,age,English,Philippines,-1,Female,30,,Yes,Pilipinas ,USA,,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,386PBUZZXGT886OFOGYVQMWKGGHJLM,4,Submitted,Tue Feb 27 09:28:41 PST 2018,Mon Feb 26 16:42:54 PST 2018,Mon Feb 26 16:48:41 PST 2018,,,,,,[],0.8506833333333333
4,ay hindi,mahaba,sopa,0.63,furniture,7,size,English,Philippines,-1,Female,30,,Yes,Pilipinas ,USA,,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,386PBUZZXGT886OFOGYVQMWKGGHJLM,4,Submitted,Tue Feb 27 09:28:41 PST 2018,Mon Feb 26 16:42:54 PST 2018,Mon Feb 26 16:48:41 PST 2018,,,,,,[],0.8506833333333333
4,ay hindi,kahoy,karot,0.76,food,8,material,English,Philippines,-1,Female,30,,Yes,Pilipinas ,USA,,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,386PBUZZXGT886OFOGYVQMWKGGHJLM,4,Submitted,Tue Feb 27 09:28:41 PST 2018,Mon Feb 26 16:42:54 PST 2018,Mon Feb 26 16:48:41 PST 2018,,,,,,[],0.8506833333333333
4,ay,malaki,lampara,0.33,furniture,9,size,English,Philippines,-1,Female,30,,Yes,Pilipinas ,USA,,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,386PBUZZXGT886OFOGYVQMWKGGHJLM,4,Submitted,Tue Feb 27 09:28:41 PST 2018,Mon Feb 26 16:42:54 PST 2018,Mon Feb 26 16:48:41 PST 2018,,,,,,[],0.8506833333333333
4,ay,matigas,karot,0.84,food,10,texture,English,Philippines,-1,Female,30,,Yes,Pilipinas ,USA,,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,386PBUZZXGT886OFOGYVQMWKGGHJLM,4,Submitted,Tue Feb 27 09:28:41 PST 2018,Mon Feb 26 16:42:54 PST 2018,Mon Feb 26 16:48:41 PST 2018,,,,,,[],0.8506833333333333
4,ay hindi,bago,karot,0.87,food,11,age,English,Philippines,-1,Female,30,,Yes,Pilipinas ,USA,,1,Windows,768,1366,Chrome,386T3MLZLNQ3495HHHAJETZU8RS80U,32KI9HN0SI4LZM6UAVK595TJ2FL1U6,Survey ng wikang Tagalog,Ang mga survey na ito ay nilalaman ng mga pariralang Tagalog pilipino,lengguwa wika research saliksik Tagalog saya cognitive agham universidad,$0.50,Mon Feb 26 16:42:24 PST 2018,45,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Mar 28 17:42:24 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=386T3MLZLNQ3495HHHAJETZU8RS80U,386PBUZZXGT886OFOGYVQMWKGGHJLM,4,Submitted,Tue Feb 27 09:28:41 PST 2018,Mon Feb 26 16:42:54 PST 2018,Mon Feb 26 16:48:41 PST 2018,,,,,,[],0.8506833333333333
